sk_evt,sk_org,sk_data_inicio,sk_data_fim,evt_id_evento,evt_dt_inicio,evt_nr_ano,evt_nr_mes,evt_nr_semana_ano,data_tx_ano_mes,evt_dt_fim,org_id_orgao,org_sg_orgao,org_tx_nome,org_tx_tipo_curado,evt_tx_uri,evt_ts_inicio,evt_ts_fim,evt_tx_descricao,evt_tx_tipo,evt_tx_situacao,evt_tx_tipo_curado,evt_tx_situacao_curada,evt_fl_inicio_valido,evt_fl_fim_valido,evt_fl_periodo_valido,evt_fl_sessao,evt_fl_audiencia_publica,evt_fl_reuniao,evt_fl_encerrado,evt_fl_cancelado,evt_fl_possui_registro,evt_tx_url_registro,evt_tx_local_interno,evt_tx_predio,evt_tx_sala,evt_tx_andar,evt_tx_local_externo,evt_tx_tipo_local,evt_qt_orgaos,org_id_orgao_principal,org_sg_orgao_principal,org_tx_nome_principal,org_tx_tipo_principal,org_tx_siglas_relacionadas,bronze_ts_ingestao,bronze_dt_ingestao,bronze_tx_endpoint,bronze_id_origem,bronze_id_batch,bronze_tx_record_hash,gold_ts_processamento,gold_id_batch
9871,1414,20251001,20251001,79362,2025-10-01,2025,10,40,2025-10,2025-10-01,536996,CCULT,Comissão De Cultura,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79362,2025-10-01T15:51:00.000Z,2025-10-01T17:26:00.000Z,"Cultura, Política E Mulheres: 30 Anos Da Lei Da Cota Das Candidaturas Femininas  Convidadas: - Cármen Lúcia  Antunes Rocha - Presidente Do Tribunal Superior Eleitoral (confirmada) - Marisa Formolo Dalla Vecchia - Autora Do Livro \"por Que Somos Poucas? Mulheres Eleitas A Mandatos Públicos\" (confirmada) - Natalia Pietra Méndez - Historiadora, Pesquisadora Sobre Mulheres Intelectuais, Professora Do Departamento De História Da Ufrgs. (confirmada)",Evento Técnico,Encerrada (final),Evento Técnico,Encerrado,1,1,1,0,0,0,1,0,1,https://www.youtube.com/watch?v=prHqlaeFkRI,"Anexo Ii, Plenário 10",,,,,Câmara,1,536996,CCULT,Comissão de Cultura,Comissão Permanente,CCULT,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79362,ba097954-315f-424f-8c3d-7a696a933edf,fdb5ee7641dca6f378aaf101d3437980e26d041eb93683ddef8cc5003cf3ee89,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9872,58,20250924,20250924,79363,2025-09-24,2025,9,39,2025-09,2025-09-24,5438,CLP,Comissão De Legislação Participativa,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79363,2025-09-24T16:04:00.000Z,2025-09-24T17:36:00.000Z,Financiamento Das Universidades Federais E Lançamento Do Relatório Do Conhecimento Do Observatório Do Conhecimento  Expositores: Mayra Goulart - Coordenadora Do Observatório Do Conhecimento Fernanda Antônia Da Fonseca Sobral  - Representante Da Sociedade Brasileira Para O Progresso Da Ciência (sbpc) Evandro Rodrigues De Faria - Representante Da Associação Nacional Dos Dirigentes Das Instituições Federais De Ensino Superior (andifes) (videoconferência) Gabryelle Cardoso - Representante Da Associação Nacional De Pós-graduandos (anpg)  (videoconferência) Bianca Borges - Representante Da Une (videoconferência) Raquel Nery  - Representante Proifes,Audiência Pública,Encerrada (final),Audiência Pública,Encerrado,1,1,1,0,1,0,1,0,1,https://www.youtube.com/watch?v=Dawp6PsHBcs,"Anexo Ii, Plenário 03",,,,,Câmara,1,5438,CLP,Comissão de Legislação Participativa,Comissão Permanente,CLP,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79363,ba097954-315f-424f-8c3d-7a696a933edf,a3fa543bceb09530353b8e88fef80fc585efd2426c20690c38f5e8fbec4fa692,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9876,2341,20250930,20250930,79369,2025-09-30,2025,9,40,2025-09,2025-09-30,539787,SUBJORNA,"Subcomissão Especial Destinada A Debater E Apresentar Sugestões À Proposta De Emenda Constitucional 8/25, Que Acaba Com A Escala De Trabalho 6 X 1",Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79369,2025-09-30T11:19:00.000Z,2025-09-30T12:29:00.000Z,"Alternativas Para O Fim Da Escala De Trabalho 6x1  (requerimento Nº 81/2025-ctrab / Subjorna, Do Deputado Luiz Gastão)     Convidados: Ivo Dall'acqua Júnior Presidente Da Federação Do Comércio De Bens, Serviços E Turismo Do Estado De São Paulo - Fecomércio-sp; E Diretor Da Confederação Nacional Do Comércio De Bens, Serviços E Turismo - Cnc Ricardo Alvarez Alban Presidente Confederação Nacional Da Indústria - Cni João Martins Da Silva Júnior Presidente Da Confederação Da Agricultura E Pecuária Do Brasil - Cna Vander Francisco Costa Presidente Da Confederação Nacional Do Transporte - Cnt Breno De Figueiredo Monteiro Presidente Da Confederação Nacional De Saúde - Cnsaúde Nelson De Abreu Pinto Presidente Da Confederação Nacional De Comunicação Social - Cncom André Luís Jungblut Confederação Nacional De Comunicação Social - Cncom Pedro Maranhão Confederação Da Associação Brasileira De Resíduos E Meio Ambiente - Abrema João Diniz Presidente Da Central Brasileira De Setor De Serviços - Cebrasse Jefferson Nazário Presidente Da Federação Nacional Das Empresas De Segurança Privada - Fenavist Rick Azevedo Líder Do Movimento Vida Além Do Trabalho - Vat João Carlos Galassi Presidente Da Associação Brasileira De Supermercados - Abras Erlon Carlos Godoy Ortega Presidente Da Associação Paulista De Supermercados - Apas Sérgio Nobre Presidente Da Central Única Dos Trabalhadores - Cut Miguel Torres Presidente Da Força Sindical Ricardo Patah Presidente Da União Geral Dos Trabalhadores - Ugt Adilson Araújo Presidente Da Central Dos Trabalhadores E Trabalhadoras Do Brasil - Ctb Moacyr Tesch Auersvald Presidente Da Nova Central Sindical De Trabalhadores - Ncst Antônio Neto Presidente Da Central Dos Sindicatos Brasileiros - Csb Nilza Pereira Secretária-geral Da Intersindical Central Da Classe Trabalhadora Gabriel Bezerra Presidente Da Confederação Nacional Dos Trabalhadores Assalariados E Assalariadas Rurais - Contar Vânia Marques Presidente Da Confederação Nacional Dos Trabalhadores Rurais, Agricultores E Agricultoras Familiares - Contag Julimar Roberto Nonato Presidente Da Confederação Nacional Dos Trabalhadores No Comércio E Serviços - Contracs Hélio Zylberstajn Professor Sênior Da Universidade De São Paulo - Usp José Pastore Professor Titular Da Faculdade De Economia, Administração, Contabilidade E Atuária - Fea Da Universidade De São Paulo - Usp Ricardo Luiz Coltro Antunes Professor Titular Do Instituto De Filosofia E Ciência Humana (ifch), Do Departamento De Sociologia Da Unicamp Leonardo Sacramento Pedagogo Do Instituto Federal De Educação, Ciência E Tecnologia De São Paulo - Ifsp Ana Cláudia Cardoso Doutora Em Sociologia Pela Universidade De São Paulo E Universidade De Paris Daniel Ferrer De Almeida Economista No Departamento Intersindical De Estatística E Estudos Socioeconômicos - Dieese Cássio Calvete Professor Associado Do Departamento De Economia E Relações Internacionais Da Universidade Federal Do Rio Grande Do Sul - Ufrgs Bárbara Castro Pesquisadora Associada Ao Núcleo De Estudos De Gênero - Pagu E À Rede De Estudos E Monitoramento Da Reforma Trabalhista (remir-trabalho)",Seminário,Encerrada (final),Seminário,Encerrado,1,1,1,0,0,0,1,0,0,,,,,,"Sesc / Santana - Av. Luiz Dumont Villares, 579 - Santana, São Paulo - Sp E Plenário 15",Externo,1,539787,SUBJORNA,"Subcomissão Especial destinada a debater e apresentar sugestões à Proposta de Emenda Constitucional 8/25, que acaba com a escala de trabalho 6 X 1",Subcomissão,SUBJORNA,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79369,ba097954-315f-424f-8c3d-7a696a933edf,7e7fef5a6e0f5e9b3558593846a074127e135b7665e960b3b02ba05ab9da8771,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9884,2357,20250924,20250924,79379,2025-09-24,2025,9,39,2025-09,2025-09-24,539808,PEC01825,"Comissão Especial Destinada A Proferir Parecer À Proposta De Emenda À Constituição N. 18, De 2025, Do Poder Executivo, Que \"altera Os Art. 21, Art. 22, Art. 23, Art. 24 E Art. 144 Da Constituição, Para Dispor Sobre Competências Da União, Dos Estados, Do Distrito Federal E Dos Municípios Relativas À Segurança Pública\"",Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79379,2025-09-24T14:00:00.000Z,2025-09-24T19:06:00.000Z,Seminário Estadual Sobre A Pec 18/2025 Da Segurança Pública   Tema: Seminário Sobre A Pec 18/2025 Da Segurança Pública Local: Auditório Carlos Vieira Da Assembleia Legislativa De Goiás - Alego Horário: 14h Participantes (a Confirmar): Deputado Federal Aluísio Mendes - Presidente Da Comissão Especial Da Pec 18/2025 Deputado Federal Ismael Alexandrino - 2º Vice-presidente Da Comissão Especial Da Pec 18/2025 Ronaldo Caiado - Governador Do Estado De Goiás Daniel Vilela - Vice-governador Do Estado De Goiás Deputado Bruno Peixoto - Presidente Da Assembleia Legislativa De Goiás - Alego Coronel Renato Brum -  Secretário De Estado De Segurança Pública De Goiás Mario Luiz Sarrubbo - Secretário Nacional De Segurança Pública Do Mjsp Coronel Fraga - Deputado Federal E Membro Da Comissão Pec 018/25 Sargento Gonçalves - Deputado Federal E Membro Da Comissão Pec 018/25 Sargento Portugal - Deputado Federal E Membro Da Comissão Pec 018/25 Max Lemos - Deputado Federal E Membro Da Comissão Pec 018/25 Célio Silveira - Deputado Federal E Membro Da Comissão Pec 018/25 Capitão Alden - Deputado Federal E Membro Da Comissão Pec 018/25 Delegada Ione - Deputado Federal E Membro Da Comissão Pec 018/25 Dr. Fernando Máximo - Deputado Federal  Coronel Marcelo Granj - Polícia Militar De Goiás Coronel Washington Luiz Vaz Júnior - Corpo De Bombeiro Militar De Goiás André Gustavo Corteze Ganja  - Polícia Civil De Goiás Josimar Pires Nicolau Do Nascimento - Polícia Penal Ricardo Matos - Polícia Científica Gustavo Toledo Da Silva Lima - Guarda Civil Metropolitana De Goiânia Cyro Terra Peres - Procurador-geral De Justiça De Goiás Marcela Rodrigues De Siqueira Vicente - Superintendência Da Polícia Federal Evandro Dalton Martins - Superintendência Da Polícia Rodoviária Federal Cristiano Torres - Fenasse Coronel Allan Pereira Cardoso (associação Dos Oficiais De Goiás) Dr. Adriano Sousa Costa (sindicato Dos Delegados Da Pc-go) Tenente-coronel Nilson Justino (caixa Beneficente Dos Militares) Subtenente Pm Gilberto Cândido De Lima (acspmbmgo) Subtenente Pm Sérgio (assego) Renato Ricardo Rodrigues (sinpol-go) Osias Ribeiro De Souza Lemes (sindicato Dos Policiais Ferroviários) Coronel Adailton - Deputado Estadual Major Araújo - Deputado Estadual   Nataniel De Sena Soares - Vereador De Goiânia Willian Veloso - Vereador De Goiânia Wellington De Urzêda Mota - Vereador De Goiânia Novandir Rodrigues - Vereador De Goiânia Vitor Hugo De Araújo Almeida - Vereador De Goiânia Sanches Da Federal - Vereador De Goiânia Inspetor Aposentado Newton Morais,Seminário,Encerrada (final),Seminário,Encerrado,1,1,1,0,0,0,1,0,1,https://www.youtube.com/watch?v=mp3a0MNV4r4,,,,,Auditório Carlos Vieira Da Assembleia Legislativa De Goiás - Alego,Externo,1,539808,PEC01825,"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição n. 18, de 2025, do Poder Executivo, que \"altera os art. 21, art. 22, art. 23, art. 24 e art. 144 da Constituição, para dispor sobre competências da União, dos Estados, do Distrito Federal e dos Municípios relativas à segurança pública\"",Comissão Especial,PEC01825,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79379,ba097954-315f-424f-8c3d-7a696a933edf,ce5df94c3df4eab3be76362a6a19d149b69be1f37e451519ee818716153a3cf6,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9896,1798,20251001,20251001,79394,2025-10-01,2025,10,40,2025-10,2025-10-01,537871,CIDOSO,Comissão De Defesa Dos Direitos Da Pessoa Idosa,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79394,2025-10-01T15:05:00.000Z,2025-10-01T16:40:00.000Z,"Dia Internacional Da Pessoa Idosa  (req 64/2025 Cidoso, Dos Deputados Luiz Couto, Geraldo Resende, Alexandre Lindenmeyer E Zé Silva) Convidados: 1) Isabela De Azevedo Trindade (participará Presencialmente)    Presidente Do Departamento De Gerontologia    Sociedade Brasileira De Geriatria E Gerontologia (sbgg) 2) Kenio Costa De Lima (participará Presencialmente)   Representante Da Secretaria Nacional Dos Direitos Da Pessoa Idosa      3) Vicente De Paula Faleiros (participará Presencialmente)    Membro Da Coordenação Do Fórum Distrital Dos Direitos Da Pessoa Idosa    Fórum Nacional Permanente Da Sociedade Civil Pelos Direitos Da Pessoa Idosa 4) Karla Giacomin (participará Remotamente)    Coordenadora Geral    Frente Nacional De Representantes Das Ilpis 5) Alexandre Kalache (participará Remotamente)    Presidente    Centro Internacional De Longevidade Brasil - Ilc-br 6) Maria Joseny De Lima Medeiros Assis (participará Remotamente)    Coordenadora Diocesana    Pastoral Da Pessoa Idosa De Patos/pb 7) Berenice Werle (participará Remotamente)    Médica Geriatra - Conselheira Fiscal    Associação Brasileira De Alzheimer - Abraz",Audiência Pública,Encerrada (final),Audiência Pública,Encerrado,1,1,1,0,1,0,1,0,1,https://www.youtube.com/watch?v=zVHo9om8z0U,"Anexo Ii, Plenário 12",,,,,Câmara,1,537871,CIDOSO,Comissão de Defesa dos Direitos da Pessoa Idosa,Comissão Permanente,CIDOSO,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79394,ba097954-315f-424f-8c3d-7a696a933edf,95b5a795b3689f71448803a2e3b5fdf8d622fe50818ad8544223840f74470436,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9897,2231,20251001,20251001,79395,2025-10-01,2025,10,40,2025-10,2025-10-01,539413,CEXOBRAS,Comissão Externa Destinada A Acompanhar E Monitorar A Conclusão Das Obras Públicas Paralisadas E Inacabadas No País,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79395,2025-10-01T14:57:00.000Z,2025-10-01T16:07:00.000Z,"Apresentação Dos Novos Resultados Obtidos Pelo Ministério Da Saúde Na Retomada De Obras Paralisadas E Inacabadas Do Sus Oriundas Da Lei 14.719/23  A - Audiência Pública Tema: Apresentação Dos Novos Resultados Obtidos Pelo Ministério Da Saúde Na Retomada De Obras Paralisadas E Inacabadas Do Sus Oriundas Da Lei 14.719/23 Convidado:  Caroline Endo Ougo Tavares, Coordenadora-geral De Acompanhamento De Investimentos E Análise De Contas Da Secretária Executiva Do Ministério Da Saúde (req 1/25) (confirmados). Henrique Chaves Faria Carvalho,  Diretor De Programa Da Secretaria-executiva Do Ministério Da Saúde  (req 1/25) (confirmados). B - Deliberação De Requerimentos (estão Sujeitos À Pauta Os Requerimentos Apresentados Até 24h Antes Do Horário Da Reunião): (requerimento 1/25,  Da Dep. Flávia Morais)",Reunião Deliberativa,Encerrada,Reunião,Encerrado,1,1,1,0,0,1,1,0,1,https://www.youtube.com/watch?v=jOiq7mNI-Qk,"Anexo Ii, Plenário 15",,,,,Câmara,1,539413,CEXOBRAS,Comissão Externa destinada a acompanhar e monitorar a conclusão das obras públicas paralisadas e inacabadas no país,Comissão Externa,CEXOBRAS,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79395,ba097954-315f-424f-8c3d-7a696a933edf,16df82bf901f4d0c8f8e54db7f187b6aa09a30a117bccf4bbe7236e2275c0b80,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9904,14,20251001,20251001,79405,2025-10-01,2025,10,40,2025-10,2025-10-01,2014,CSAUDE,Comissão De Saúde,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79405,2025-10-01T10:28:00.000Z,2025-10-01T11:45:00.000Z,Discussão E Votação De Propostas Legislativas  - Deliberação Das Indicações Às Programações Da Loa 2025 Oriundas De Emendas.,Reunião Deliberativa,Encerrada (final),Reunião,Encerrado,1,1,1,0,0,1,1,0,1,https://www.youtube.com/watch?v=Ywn_gA6f9dc,"Anexo Ii, Plenário 07",,,,,Câmara,1,2014,CSAUDE,Comissão de Saúde,Comissão Permanente,CSAUDE,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79405,ba097954-315f-424f-8c3d-7a696a933edf,1f9a7c5519e55dac01340e439ccda1e14c44f8f1ecc97baa74748f55fd751c8e,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9908,,20250925,,79410,2025-09-25,2025,9,39,2025-09,,,,,,https://dadosabertos.camara.leg.br/api/v2/eventos/79410,2025-09-25T08:00:00.000Z,,3ª Reunião Ordinária Da Frente Parlamentar Mista Pela Inovação Da Bioeconomia,Reunião Técnica,Convocada,Reunião,Convocado,1,1,1,0,0,1,0,0,0,,"Anexo Ii, Plenário 10",,,,,Câmara,1,100950,EVENTOS,Eventos,Órgão da Câmara dos Deputados,EVENTOS,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79410,ba097954-315f-424f-8c3d-7a696a933edf,c9d9252580604ad0740723ea0287563f0ced3a2f68a11a844709980fd32a807a,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9910,2225,20251014,20251014,79412,2025-10-14,2025,10,42,2025-10,2025-10-14,539388,CASP,Comissão De Administração E Serviço Público,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79412,2025-10-14T16:37:00.000Z,2025-10-14T17:53:00.000Z,"Debater Os 20 Anos De Atuação Do Conselho Nacional De Justiça (cnj)  Req 17/2025 Casp, Do Deputado Reimont 1) Alexandre Paulo Pires Da Silva (confirmado)    Coordenador De Assuntos Jurídicos    Federação Nacional Dos Trabalhadores Do Judiciário Nos Estados -fenajud 2) Edson Mouta (confirmado)    Coordenador Geral    Federação Nacional Dos Trabalhadores E Trabalhadoras Do Judiciário Federal E Ministério Público Da União -fenajufe 3) Eduardo Mendonça Couto (confirmado)    Coordenador Geral    Federação Nacional Dos Trabalhadores Do Judiciário Nos Estados - Fenajud 4) Maria Das Dores (confirmada)    Coordenadora Regional Sul    Federação Nacional Dos Trabalhadores Do Judiciário Nos Estados -fenajud 5) Rafael Rodrigues Viegas (confirmado)    Phd, Prof. Na Fgv-sp E Enap Brasília 6) Rafaella Fagundes De Menezes (confirmada)    Coordenadora De Assuntos Juridicos    Federação Nacional Dos Trabalhadores Do Judiciário Nos Estados - Fenajud",Audiência Pública,Encerrada (final),Audiência Pública,Encerrado,1,1,1,0,1,0,1,0,1,https://www.youtube.com/watch?v=Umi0Z8dIJ88,"Anexo Ii, Plenário 08",,,,,Câmara,1,539388,CASP,Comissão de Administração e Serviço Público,Comissão Permanente,CASP,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79412,ba097954-315f-424f-8c3d-7a696a933edf,d814bcb52d5b58f530d83f200195951f7928f7af58b3f116fe73d4f0db61d2c1,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9911,1798,20251001,20251001,79413,2025-10-01,2025,10,40,2025-10,2025-10-01,537871,CIDOSO,Comissão De Defesa Dos Direitos Da Pessoa Idosa,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79413,2025-10-01T13:43:00.000Z,2025-10-01T13:57:00.000Z,Discussão E Votação De Propostas Legislativas,Reunião Deliberativa,Encerrada (final),Reunião,Encerrado,1,1,1,0,0,1,1,0,1,https://www.youtube.com/watch?v=OQbeuMM8im4,"Anexo Ii, Plenário 12",,,,,Câmara,1,537871,CIDOSO,Comissão de Defesa dos Direitos da Pessoa Idosa,Comissão Permanente,CIDOSO,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79413,ba097954-315f-424f-8c3d-7a696a933edf,cd6764ee3ec20d1993159d753eb74d5502f415c5d20ddda3d55eeb914eccbf52,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9914,2355,20251001,,79417,2025-10-01,2025,10,40,2025-10,,539805,SUBEPC,Subcomissão Especial Destinada A Avaliar Os Impactos De Entraves Burocráticos Sobre A Atividade De Pesquisa Científica No Brasil,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79417,2025-10-01T12:00:00.000Z,,Instalação E Eleição Do Presidente E Do Vice-presidente,Reunião De Instalação E Eleição,Cancelada,Reunião,Cancelado,1,1,1,0,0,1,0,1,0,,"Anexo Ii, Plenário 13",,,,,Câmara,1,539805,SUBEPC,Subcomissão Especial destinada a avaliar os impactos de entraves burocráticos sobre a atividade de pesquisa científica no Brasil,Subcomissão,SUBEPC,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79417,ba097954-315f-424f-8c3d-7a696a933edf,7568c5fd7901f6ca23385409d823e7d83ae8dcda116478b0783c8f0abf0dd270,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9924,14,20251008,20251008,79432,2025-10-08,2025,10,41,2025-10,2025-10-08,2014,CSAUDE,Comissão De Saúde,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79432,2025-10-08T10:21:00.000Z,2025-10-08T13:59:00.000Z,Discussão E Votação De Propostas Legislativas  Deliberação Das Indicações Às Programações Da Loa 2025 Oriundas De Emendas.,Reunião Deliberativa,Encerrada (final),Reunião,Encerrado,1,1,1,0,0,1,1,0,1,https://www.youtube.com/watch?v=C7gs_xS47Fw,"Anexo Ii, Plenário 07",,,,,Câmara,1,2014,CSAUDE,Comissão de Saúde,Comissão Permanente,CSAUDE,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79432,ba097954-315f-424f-8c3d-7a696a933edf,44c2ff3ba0bed8ebd2aa51fb6c0177d1277ca87cd9c2777efd7c1f7baf8e0c2b,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9927,,20250930,,79435,2025-09-30,2025,9,40,2025-09,,,,,,https://dadosabertos.camara.leg.br/api/v2/eventos/79435,2025-09-30T18:00:00.000Z,,"Lançamento Do Relatório Da Série \"diálogos Setoriais\"  Diálogos Setoriais Para Uma Transição Econômica Verde Sustentável Os Diálogos Setoriais Reuniram Representantes Do Setor Produtivo, Sociedade Civil, Academia E Poder Público Em Uma Série De Debates Sobre A Construção De Uma Economia Verde No Brasil. Realizados Em Parceria Com O Insper E O Instituto De Estudos Avançados (iea) Da Usp, Os Encontros Tiveram Início Em Maio De 2024, Com Foco Nas Perspectivas Do Plano De Transformação Ecológica, E Abordaram Setores Estratégicos Como Energia Elétrica, Transporte, Agricultura E Pecuária, Saneamento, Reflorestamento, Construção Civil E Indústria Têxtil. O Processo Resultou Na Sistematização Dos Aprendizados Em Um Relatório Final, Que Reúne Recomendações E Diretrizes Para Uma Transição Justa, Capaz De Enfrentar Os Desafios Climáticos E, Ao Mesmo Tempo, Gerar Renda, Empregos E Inclusão Social. Esse Documento Consolida Contribuições De Diferentes Setores E Aponta Oportunidades Estratégicas Para Impulsionar A Transição Ecológica No Brasil E Será Lançado Em Evento Promovido Pela Frente Parlamentar Ambientalista Em Parceria Com O Instituto Democracia E Sustentabilidade.",Simpósio,Convocada,Simpósio,Convocado,1,1,1,0,0,0,0,0,0,,Auditório Freitas Nobre,,,,,Câmara,1,100950,EVENTOS,Eventos,Órgão da Câmara dos Deputados,EVENTOS,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79435,ba097954-315f-424f-8c3d-7a696a933edf,9b7bb0667996631b9ae10ff5950fc7d3d83b1e19e5b1c7ef763c0673ecfd92d2,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9937,2221,20250930,20250930,79446,2025-09-30,2025,9,40,2025-09,2025-09-30,539384,CPOVOS,Comissão Da Amazônia E Dos Povos Originários E Tradicionais,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79446,2025-09-30T14:01:00.000Z,2025-09-30T14:27:00.000Z,Discussão E Votação De Propostas Legislativas,Reunião Deliberativa,Encerrada (final),Reunião,Encerrado,1,1,1,0,0,1,1,0,1,https://www.youtube.com/watch?v=6JoMC-nZwec,"Anexo Ii, Plenário 12",,,,,Câmara,1,539384,CPOVOS,Comissão da Amazônia e dos Povos Originários e Tradicionais,Comissão Permanente,CPOVOS,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79446,ba097954-315f-424f-8c3d-7a696a933edf,9abb575fae5db2d8838bc3912947f27c03eabe441f5ed6cd9e06c26b0e6ee8bf,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9941,1414,20251014,20251014,79453,2025-10-14,2025,10,42,2025-10,2025-10-14,536996,CCULT,Comissão De Cultura,Comissão,https://dadosabertos.camara.leg.br/api/v2/eventos/79453,2025-10-14T10:20:00.000Z,2025-10-14T11:11:00.000Z,"Criação E Manutenção De Fundo Emergencial Para Bens Tombados Nacionais Em Perigo.  Req 22/25, Dep. Bia Kicis Convidados: - Daisy Ketzer, Especialista Em Gestão De Bens Culturais, Assessora Do Patrimônio Histórico E Cultural Da Arquidiocese Do Rio E Membro Da Comissão De Preservação Do Patrimônio Histórico E Cultural Da Arquidiocese De São Sebastião Dorio De Janeiro; - Rafael Azevedo, Mestre E Doutor Em História Da Arte, Museólogo E Servidor Do Instituto Do Patrimônio Histórico E Artístico Nacional (iphan); - Daniel Sombra, Diretor Do Departamento De Ações Estratégicas E Intersetoriais Do Iphan; - João Carlos Nara Jr. - Arquiteto E Urbanista, Doutor Em História Comparada, Mestre Em Arqueologia, Licenciado Em História",Audiência Pública,Encerrada (final),Audiência Pública,Encerrado,1,1,1,0,1,0,1,0,1,https://www.youtube.com/watch?v=bAUJQOMH_64,"Anexo Ii, Plenário 10",,,,,Câmara,1,536996,CCULT,Comissão de Cultura,Comissão Permanente,CCULT,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79453,ba097954-315f-424f-8c3d-7a696a933edf,8b2ecfac3f61fd31df86dd3bb81928907adca8b9dd08ac49d7b4f68d377aaff6,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
9944,78,20250930,,79456,2025-09-30,2025,9,40,2025-09,,5971,COETICA,Conselho De Ética E Decoro Parlamentar Da Câmara Dos Deputados,Conselho,https://dadosabertos.camara.leg.br/api/v2/eventos/79456,2025-09-30T15:00:00.000Z,,"Instauração De Processos  Pauta Sujeita A Alterações 1. Instauração Do Processo Referente À Representação Nº 24/25, Da Mesa Diretora, Em Desfavor Do Deputado Marcos Pollon - Pl/ms, E Sorteio De Nomes Para Compor A Lista Tríplice Destinada À Escolha Do Relator. 2. Instauração Do Processo Referente À Representação Nº 25/25, Da Mesa Diretora, Em Desfavor Do Deputado Marcel Van Hattem - Novo/rs, E Sorteio De Nomes Para Compor A Lista Tríplice Destinada À Escolha Do Relator. 3. Instauração Do Processo Referente À Representação Nº 26/25, Da Mesa Diretora, Em Desfavor Do Deputado Marcos Pollon - Pl/ms, E Sorteio De Nomes Para Compor A Lista Tríplice Destinada À Escolha Do Relator. 4. Instauração Do Processo Referente À Representação Nº 27/25, Da Mesa Diretora, Em Desfavor Do Deputado Zé Trovão - Pl/sc, E Sorteio De Nomes Para Compor A Lista Tríplice Destinada À Escolha Do Relator.",Reunião,Cancelada,Reunião,Cancelado,1,1,1,0,0,1,0,1,0,,"Anexo Ii, Plenário 11",,,,,Câmara,1,5971,COETICA,Conselho de Ética e Decoro Parlamentar da Câmara dos Deputados,Conselho,COETICA,2026-05-05T05:26:40.074Z,2026-05-05,/eventos,79456,ba097954-315f-424f-8c3d-7a696a933edf,fbd0f75344494ce8e366637cfecdcccbae790fd7690a0c96ca16dd454dae3417,2026-05-13T20:12:09.803Z,70d5dd9f-0fc7-4cd3-b571-7dcc409f3995
